ns,nsites,C_exp,ra_sigma,ra_scaling,energy_NFL,H_nlm,nbon,prop_observed_sp,prop_detected_int,prop_realized_int,prop_possible_int
100,100,0.3,1.8,75.0,100000,0.75,50,0.97,0.0359,0.0997,0.885
100,100,0.1,0.6,25.0,1000,0.25,100,1.0,0.00225,0.018,0.971
100,100,0.2,0.6,25.0,1000,0.25,100,1.0,0.00517,0.0207,0.968
100,100,0.3,0.6,25.0,1000,0.25,100,1.0,0.00463,0.00926,0.977
100,100,0.1,1.2,25.0,1000,0.25,100,1.0,0.00565,0.0282,0.968
100,100,0.2,1.2,25.0,1000,0.25,100,1.0,0.0126,0.0251,0.935
100,100,0.3,1.2,25.0,1000,0.25,100,1.0,0.0057,0.0228,0.983
100,100,0.1,1.8,25.0,1000,0.25,100,1.0,0.0179,0.0476,0.988
100,100,0.2,1.8,25.0,1000,0.25,100,1.0,0.0,0.0203,0.972
100,100,0.3,1.8,25.0,1000,0.25,100,1.0,0.0185,0.0324,0.972
100,100,0.1,0.6,50.0,1000,0.25,100,1.0,0.00828,0.0248,0.986
100,100,0.2,0.6,50.0,1000,0.25,100,1.0,0.00156,0.014,0.979
100,100,0.3,0.6,50.0,1000,0.25,100,1.0,0.00296,0.0163,0.951
100,100,0.1,1.2,50.0,1000,0.25,100,1.0,0.0123,0.0431,0.965
100,100,0.2,1.2,50.0,1000,0.25,100,1.0,0.00222,0.0178,0.985
100,100,0.3,1.2,50.0,1000,0.25,100,1.0,0.0109,0.0174,0.984
100,100,0.1,1.8,50.0,1000,0.25,100,1.0,0.0297,0.0495,0.987
100,100,0.2,1.8,50.0,1000,0.25,100,1.0,0.0,0.0386,0.975
100,100,0.3,1.8,50.0,1000,0.25,100,1.0,0.0233,0.0326,0.983
100,100,0.1,0.6,75.0,1000,0.25,100,1.0,0.00252,0.0202,0.962
100,100,0.2,0.6,75.0,1000,0.25,100,1.0,0.0116,0.0198,0.976
100,100,0.3,0.6,75.0,1000,0.25,100,1.0,0.00149,0.0164,0.982
100,100,0.1,1.2,75.0,1000,0.25,100,1.0,0.00623,0.0312,0.975
100,100,0.2,1.2,75.0,1000,0.25,100,1.0,0.00433,0.013,0.985
100,100,0.3,1.2,75.0,1000,0.25,100,1.0,0.0109,0.0255,0.992
100,100,0.1,1.8,75.0,1000,0.25,100,1.0,0.00455,0.0182,0.961
100,100,0.2,1.8,75.0,1000,0.25,100,1.0,0.0235,0.0706,0.941
100,100,0.3,1.8,75.0,1000,0.25,100,0.99,0.0131,0.0197,0.968
100,100,0.1,0.6,25.0,10000,0.25,100,1.0,0.0126,0.0854,0.96
100,100,0.2,0.6,25.0,10000,0.25,100,1.0,0.00603,0.0641,0.967
100,100,0.3,0.6,25.0,10000,0.25,100,1.0,0.00308,0.0396,0.971
100,100,0.1,1.2,25.0,10000,0.25,100,1.0,0.0204,0.114,0.974
100,100,0.2,1.2,25.0,10000,0.25,100,1.0,0.0115,0.0825,0.964
100,100,0.3,1.2,25.0,10000,0.25,100,1.0,0.0106,0.0522,0.956
100,100,0.1,1.8,25.0,10000,0.25,100,1.0,0.0221,0.103,0.976
100,100,0.2,1.8,25.0,10000,0.25,100,1.0,0.0277,0.0896,0.974
100,100,0.3,1.8,25.0,10000,0.25,100,1.0,0.0321,0.084,0.975
100,100,0.1,0.6,50.0,10000,0.25,100,1.0,0.0248,0.0819,0.984
100,100,0.2,0.6,50.0,10000,0.25,100,0.99,0.0145,0.0514,0.94
100,100,0.3,0.6,50.0,10000,0.25,100,1.0,0.00877,0.0487,0.944
100,100,0.1,1.2,50.0,10000,0.25,100,1.0,0.0223,0.0832,0.952
100,100,0.2,1.2,50.0,10000,0.25,100,1.0,0.03,0.0698,0.979
100,100,0.3,1.2,50.0,10000,0.25,100,1.0,0.0193,0.0571,0.98
100,100,0.1,1.8,50.0,10000,0.25,100,1.0,0.0246,0.0924,0.962
100,100,0.2,1.8,50.0,10000,0.25,100,1.0,0.0509,0.105,0.97
100,100,0.3,1.8,50.0,10000,0.25,100,1.0,0.0179,0.0765,0.976
100,100,0.1,0.6,75.0,10000,0.25,100,1.0,0.0364,0.105,0.968
100,100,0.2,0.6,75.0,10000,0.25,100,1.0,0.0235,0.0603,0.976
100,100,0.3,0.6,75.0,10000,0.25,100,1.0,0.0154,0.036,0.978
100,100,0.1,1.2,75.0,10000,0.25,100,1.0,0.0515,0.11,0.969
100,100,0.2,1.2,75.0,10000,0.25,100,1.0,0.042,0.0768,0.984
100,100,0.3,1.2,75.0,10000,0.25,100,0.99,0.0178,0.0544,0.955
100,100,0.1,1.8,75.0,10000,0.25,100,1.0,0.0455,0.105,0.985
100,100,0.2,1.8,75.0,10000,0.25,100,1.0,0.0487,0.0769,0.975
100,100,0.3,1.8,75.0,10000,0.25,100,1.0,0.0455,0.0711,0.977
100,100,0.1,0.6,25.0,100000,0.25,100,1.0,0.0652,0.432,0.966
100,100,0.2,0.6,25.0,100000,0.25,100,1.0,0.0337,0.336,0.955
100,100,0.3,0.6,25.0,100000,0.25,100,1.0,0.0292,0.239,0.983
100,100,0.1,1.2,25.0,100000,0.25,100,1.0,0.072,0.4,0.977
100,100,0.2,1.2,25.0,100000,0.25,100,1.0,0.0447,0.243,0.976
100,100,0.3,1.2,25.0,100000,0.25,100,1.0,0.0387,0.178,0.98
100,100,0.1,1.8,25.0,100000,0.25,100,1.0,0.0474,0.253,0.97
100,100,0.2,1.8,25.0,100000,0.25,100,1.0,0.065,0.239,0.978
100,100,0.3,1.8,25.0,100000,0.25,100,1.0,0.05,0.191,0.96
100,100,0.1,0.6,50.0,100000,0.25,100,1.0,0.159,0.492,0.98
100,100,0.2,0.6,50.0,100000,0.25,100,1.0,0.0947,0.324,0.979
100,100,0.3,0.6,50.0,100000,0.25,100,1.0,0.059,0.249,0.984
100,100,0.1,1.2,50.0,100000,0.25,100,0.99,0.116,0.324,0.926
100,100,0.2,1.2,50.0,100000,0.25,100,1.0,0.0737,0.263,0.981
100,100,0.3,1.2,50.0,100000,0.25,100,1.0,0.0567,0.202,0.952
100,100,0.1,1.8,50.0,100000,0.25,100,1.0,0.103,0.248,0.963
100,100,0.2,1.8,50.0,100000,0.25,100,1.0,0.062,0.209,0.955
100,100,0.3,1.8,50.0,100000,0.25,100,0.99,0.0463,0.155,0.97
100,100,0.1,0.6,75.0,100000,0.25,100,1.0,0.244,0.486,0.961
100,100,0.2,0.6,75.0,100000,0.25,100,1.0,0.136,0.334,0.984
100,100,0.3,0.6,75.0,100000,0.25,100,1.0,0.099,0.279,0.971
100,100,0.1,1.2,75.0,100000,0.25,100,1.0,0.142,0.317,0.958
100,100,0.2,1.2,75.0,100000,0.25,100,1.0,0.11,0.284,0.964
100,100,0.3,1.2,75.0,100000,0.25,100,1.0,0.104,0.248,0.958
100,100,0.1,1.8,75.0,100000,0.25,100,1.0,0.113,0.287,0.941
100,100,0.2,1.8,75.0,100000,0.25,100,1.0,0.0965,0.209,0.977
100,100,0.3,1.8,75.0,100000,0.25,100,1.0,0.0864,0.2,0.982
100,100,0.1,0.6,25.0,1000,0.5,100,1.0,0.00826,0.0393,0.981
100,100,0.2,0.6,25.0,1000,0.5,100,1.0,0.0,0.0165,0.986
100,100,0.3,0.6,25.0,1000,0.5,100,1.0,0.003,0.015,0.974
100,100,0.1,1.2,25.0,1000,0.5,100,1.0,0.0,0.0253,0.959
100,100,0.2,1.2,25.0,1000,0.5,100,1.0,0.0,0.0238,0.969
100,100,0.3,1.2,25.0,1000,0.5,100,1.0,0.0,0.0251,0.984
100,100,0.1,1.8,25.0,1000,0.5,100,1.0,0.0117,0.0468,0.983
100,100,0.2,1.8,25.0,1000,0.5,100,1.0,0.00346,0.0242,0.964
100,100,0.3,1.8,25.0,1000,0.5,100,1.0,0.0377,0.0566,0.973
100,100,0.1,0.6,50.0,1000,0.5,100,1.0,0.00417,0.0104,0.972
100,100,0.2,0.6,50.0,1000,0.5,100,1.0,0.00167,0.0134,0.977
100,100,0.3,0.6,50.0,1000,0.5,100,0.99,0.00286,0.00571,0.952
100,100,0.1,1.2,50.0,1000,0.5,100,1.0,0.0133,0.0233,0.979
100,100,0.2,1.2,50.0,1000,0.5,100,1.0,0.00597,0.0209,0.981
100,100,0.3,1.2,50.0,1000,0.5,100,1.0,0.0121,0.0263,0.98
100,100,0.1,1.8,50.0,1000,0.5,100,1.0,0.0245,0.0531,0.97
100,100,0.2,1.8,50.0,1000,0.5,100,1.0,0.0153,0.0268,0.984
100,100,0.3,1.8,50.0,1000,0.5,100,1.0,0.0101,0.0338,0.976
100,100,0.1,0.6,75.0,1000,0.5,100,1.0,0.0104,0.0331,0.985
100,100,0.2,0.6,75.0,1000,0.5,100,1.0,0.00482,0.0145,0.982
100,100,0.3,0.6,75.0,1000,0.5,100,1.0,0.00624,0.0109,0.978
100,100,0.1,1.2,75.0,1000,0.5,100,1.0,0.00563,0.0366,0.961
100,100,0.2,1.2,75.0,1000,0.5,100,1.0,0.0228,0.0388,0.963
100,100,0.3,1.2,75.0,1000,0.5,100,1.0,0.012,0.0201,0.982
100,100,0.1,1.8,75.0,1000,0.5,100,1.0,0.0308,0.0359,0.983
100,100,0.2,1.8,75.0,1000,0.5,100,1.0,0.0083,0.0207,0.983
100,100,0.3,1.8,75.0,1000,0.5,100,1.0,0.0234,0.0368,0.973
100,100,0.1,0.6,25.0,10000,0.5,100,0.99,0.00933,0.0922,0.96
100,100,0.2,0.6,25.0,10000,0.5,100,1.0,0.0036,0.0699,0.971
100,100,0.3,0.6,25.0,10000,0.5,100,1.0,0.0013,0.0346,0.974
100,100,0.1,1.2,25.0,10000,0.5,100,1.0,0.0111,0.0927,0.977
100,100,0.2,1.2,25.0,10000,0.5,100,1.0,0.0108,0.055,0.958
100,100,0.3,1.2,25.0,10000,0.5,100,1.0,0.0076,0.0526,0.959
100,100,0.1,1.8,25.0,10000,0.5,100,1.0,0.0257,0.111,0.99
100,100,0.2,1.8,25.0,10000,0.5,100,1.0,0.0176,0.088,0.976
100,100,0.3,1.8,25.0,10000,0.5,100,1.0,0.0101,0.0654,0.97
100,100,0.1,0.6,50.0,10000,0.5,100,1.0,0.0232,0.0907,0.981
100,100,0.2,0.6,50.0,10000,0.5,100,1.0,0.0124,0.0551,0.983
100,100,0.3,0.6,50.0,10000,0.5,100,1.0,0.00992,0.0349,0.982
100,100,0.1,1.2,50.0,10000,0.5,100,0.99,0.0235,0.0831,0.969
100,100,0.2,1.2,50.0,10000,0.5,100,1.0,0.0207,0.0648,0.978
100,100,0.3,1.2,50.0,10000,0.5,100,1.0,0.0235,0.0682,0.963
100,100,0.1,1.8,50.0,10000,0.5,100,1.0,0.0504,0.137,0.978
100,100,0.2,1.8,50.0,10000,0.5,100,1.0,0.0299,0.0736,0.977
100,100,0.3,1.8,50.0,10000,0.5,100,1.0,0.0451,0.0767,0.961
100,100,0.1,0.6,75.0,10000,0.5,100,1.0,0.0394,0.116,0.991
100,100,0.2,0.6,75.0,10000,0.5,100,1.0,0.022,0.0668,0.95
100,100,0.3,0.6,75.0,10000,0.5,100,0.98,0.019,0.06,0.928
100,100,0.1,1.2,75.0,10000,0.5,100,1.0,0.0403,0.0756,0.981
100,100,0.2,1.2,75.0,10000,0.5,100,1.0,0.0142,0.0402,0.989
100,100,0.3,1.2,75.0,10000,0.5,100,1.0,0.03,0.057,0.971
100,100,0.1,1.8,75.0,10000,0.5,100,1.0,0.0374,0.114,0.973
100,100,0.2,1.8,75.0,10000,0.5,100,1.0,0.0276,0.0827,0.975
100,100,0.3,1.8,75.0,10000,0.5,100,1.0,0.0458,0.0729,0.986
100,100,0.1,0.6,25.0,100000,0.5,100,1.0,0.0741,0.473,0.986
100,100,0.2,0.6,25.0,100000,0.5,100,1.0,0.0386,0.296,0.981
100,100,0.3,0.6,25.0,100000,0.5,100,1.0,0.0217,0.227,0.953
100,100,0.1,1.2,25.0,100000,0.5,100,1.0,0.0708,0.317,0.969
100,100,0.2,1.2,25.0,100000,0.5,100,1.0,0.0438,0.254,0.983
100,100,0.3,1.2,25.0,100000,0.5,100,1.0,0.0393,0.184,0.982
100,100,0.1,1.8,25.0,100000,0.5,100,1.0,0.0502,0.253,0.968
100,100,0.2,1.8,25.0,100000,0.5,100,1.0,0.0244,0.165,0.961
100,100,0.3,1.8,25.0,100000,0.5,100,1.0,0.0558,0.166,0.968
100,100,0.1,0.6,50.0,100000,0.5,100,1.0,0.14,0.492,0.977
100,100,0.2,0.6,50.0,100000,0.5,100,1.0,0.0861,0.306,0.981
100,100,0.3,0.6,50.0,100000,0.5,100,1.0,0.0518,0.227,0.982
100,100,0.1,1.2,50.0,100000,0.5,100,1.0,0.099,0.292,0.959
100,100,0.2,1.2,50.0,100000,0.5,100,0.99,0.0834,0.233,0.952
100,100,0.3,1.2,50.0,100000,0.5,100,1.0,0.0556,0.202,0.971
100,100,0.1,1.8,50.0,100000,0.5,100,1.0,0.0676,0.298,0.957
100,100,0.2,1.8,50.0,100000,0.5,100,1.0,0.0919,0.243,0.971
100,100,0.3,1.8,50.0,100000,0.5,100,1.0,0.0528,0.167,0.974
100,100,0.1,0.6,75.0,100000,0.5,100,1.0,0.188,0.431,0.97
100,100,0.2,0.6,75.0,100000,0.5,100,1.0,0.126,0.341,0.982
100,100,0.3,0.6,75.0,100000,0.5,100,1.0,0.0886,0.232,0.955
100,100,0.1,1.2,75.0,100000,0.5,100,1.0,0.187,0.377,0.98
100,100,0.2,1.2,75.0,100000,0.5,100,1.0,0.12,0.293,0.987
100,100,0.3,1.2,75.0,100000,0.5,100,1.0,0.0987,0.229,0.976
100,100,0.1,1.8,75.0,100000,0.5,100,1.0,0.115,0.274,0.962
100,100,0.2,1.8,75.0,100000,0.5,100,1.0,0.089,0.199,0.969
100,100,0.3,1.8,75.0,100000,0.5,100,1.0,0.0446,0.162,0.981
100,100,0.1,0.6,25.0,1000,0.75,100,1.0,0.0,0.0211,0.968
100,100,0.2,0.6,25.0,1000,0.75,100,1.0,0.00338,0.0152,0.965
100,100,0.3,0.6,25.0,1000,0.75,100,1.0,0.00603,0.0196,0.969
100,100,0.1,1.2,25.0,1000,0.75,100,1.0,0.00667,0.0433,0.987
100,100,0.2,1.2,25.0,1000,0.75,100,1.0,0.0,0.0239,0.976
100,100,0.3,1.2,25.0,1000,0.75,100,1.0,0.00508,0.0152,0.981
100,100,0.1,1.8,25.0,1000,0.75,100,1.0,0.00806,0.0363,0.981
100,100,0.2,1.8,25.0,1000,0.75,100,1.0,0.0182,0.0606,0.986
100,100,0.3,1.8,25.0,1000,0.75,100,1.0,0.0108,0.0217,0.979
100,100,0.1,0.6,50.0,1000,0.75,100,1.0,0.00937,0.0141,0.971
100,100,0.2,0.6,50.0,1000,0.75,100,1.0,0.00177,0.0053,0.974
100,100,0.3,0.6,50.0,1000,0.75,100,1.0,0.0013,0.0156,0.978
100,100,0.1,1.2,50.0,1000,0.75,100,1.0,0.0109,0.0291,0.988
100,100,0.2,1.2,50.0,1000,0.75,100,1.0,0.00234,0.0117,0.966
100,100,0.3,1.2,50.0,1000,0.75,100,1.0,0.00808,0.0283,0.981
100,100,0.1,1.8,50.0,1000,0.75,100,1.0,0.00823,0.0412,0.954
100,100,0.2,1.8,50.0,1000,0.75,100,1.0,0.00943,0.0157,0.962
100,100,0.3,1.8,50.0,1000,0.75,100,1.0,0.012,0.0271,0.978
100,100,0.1,0.6,75.0,1000,0.75,100,1.0,0.0151,0.0346,0.974
100,100,0.2,0.6,75.0,1000,0.75,100,1.0,0.00671,0.0185,0.975
100,100,0.3,0.6,75.0,1000,0.75,100,1.0,0.00741,0.0193,0.99
100,100,0.1,1.2,75.0,1000,0.75,100,1.0,0.00971,0.0162,0.955
100,100,0.2,1.2,75.0,1000,0.75,100,1.0,0.012,0.015,0.976
100,100,0.3,1.2,75.0,1000,0.75,100,1.0,0.0189,0.0297,0.981
100,100,0.1,1.8,75.0,1000,0.75,100,1.0,0.0245,0.0441,0.984
100,100,0.2,1.8,75.0,1000,0.75,100,1.0,0.0128,0.0255,0.964
100,100,0.3,1.8,75.0,1000,0.75,100,1.0,0.0174,0.0232,0.985
100,100,0.1,0.6,25.0,10000,0.75,100,1.0,0.00527,0.109,0.969
100,100,0.2,0.6,25.0,10000,0.75,100,1.0,0.0026,0.0597,0.984
100,100,0.3,0.6,25.0,10000,0.75,100,1.0,0.00135,0.0414,0.971
100,100,0.1,1.2,25.0,10000,0.75,100,1.0,0.0211,0.109,0.969
100,100,0.2,1.2,25.0,10000,0.75,100,1.0,0.0142,0.0701,0.975
100,100,0.3,1.2,25.0,10000,0.75,100,1.0,0.0119,0.0536,0.978
100,100,0.1,1.8,25.0,10000,0.75,100,1.0,0.0238,0.106,0.97
100,100,0.2,1.8,25.0,10000,0.75,100,1.0,0.0243,0.0858,0.961
100,100,0.3,1.8,25.0,10000,0.75,100,1.0,0.0246,0.0716,0.966
100,100,0.1,0.6,50.0,10000,0.75,100,1.0,0.027,0.0919,0.972
100,100,0.2,0.6,50.0,10000,0.75,100,1.0,0.0104,0.0467,0.986
100,100,0.3,0.6,50.0,10000,0.75,100,1.0,0.0143,0.0527,0.961
100,100,0.1,1.2,50.0,10000,0.75,100,1.0,0.0394,0.0992,0.963
100,100,0.2,1.2,50.0,10000,0.75,100,1.0,0.0293,0.0762,0.967
100,100,0.3,1.2,50.0,10000,0.75,100,1.0,0.0218,0.0537,0.96
100,100,0.1,1.8,50.0,10000,0.75,100,0.99,0.0771,0.138,0.981
100,100,0.2,1.8,50.0,10000,0.75,100,1.0,0.0276,0.0849,0.964
100,100,0.3,1.8,50.0,10000,0.75,100,1.0,0.0392,0.0882,0.973
100,100,0.1,0.6,75.0,10000,0.75,100,1.0,0.0308,0.119,0.983
100,100,0.2,0.6,75.0,10000,0.75,100,1.0,0.0194,0.0635,0.972
100,100,0.3,0.6,75.0,10000,0.75,100,1.0,0.0157,0.0479,0.982
100,100,0.1,1.2,75.0,10000,0.75,100,1.0,0.0336,0.106,0.973
100,100,0.2,1.2,75.0,10000,0.75,100,1.0,0.0492,0.0901,0.979
100,100,0.3,1.2,75.0,10000,0.75,100,1.0,0.0187,0.0456,0.962
100,100,0.1,1.8,75.0,10000,0.75,100,1.0,0.0675,0.106,0.944
100,100,0.2,1.8,75.0,10000,0.75,100,1.0,0.0358,0.0705,0.978
100,100,0.3,1.8,75.0,10000,0.75,100,1.0,0.0458,0.0755,0.963
100,100,0.1,0.6,25.0,100000,0.75,100,1.0,0.045,0.394,0.95
100,100,0.2,0.6,25.0,100000,0.75,100,1.0,0.0366,0.337,0.975
100,100,0.3,0.6,25.0,100000,0.75,100,1.0,0.0191,0.235,0.966
100,100,0.1,1.2,25.0,100000,0.75,100,1.0,0.048,0.31,0.976
100,100,0.2,1.2,25.0,100000,0.75,100,1.0,0.0308,0.24,0.963
100,100,0.3,1.2,25.0,100000,0.75,100,1.0,0.0377,0.192,0.973
100,100,0.1,1.8,25.0,100000,0.75,100,1.0,0.0443,0.213,0.974
100,100,0.2,1.8,25.0,100000,0.75,100,0.99,0.0386,0.243,0.958
100,100,0.3,1.8,25.0,100000,0.75,100,1.0,0.0333,0.172,0.939
100,100,0.1,0.6,50.0,100000,0.75,100,1.0,0.179,0.492,0.964
100,100,0.2,0.6,50.0,100000,0.75,100,1.0,0.0798,0.319,0.971
100,100,0.3,0.6,50.0,100000,0.75,100,1.0,0.0663,0.254,0.981
100,100,0.1,1.2,50.0,100000,0.75,100,1.0,0.109,0.336,0.984
100,100,0.2,1.2,50.0,100000,0.75,100,1.0,0.0613,0.194,0.977
100,100,0.3,1.2,50.0,100000,0.75,100,1.0,0.0637,0.197,0.972
100,100,0.1,1.8,50.0,100000,0.75,100,1.0,0.0842,0.268,0.986
100,100,0.2,1.8,50.0,100000,0.75,100,1.0,0.0717,0.217,0.983
100,100,0.3,1.8,50.0,100000,0.75,100,1.0,0.0621,0.192,0.981
100,100,0.1,0.6,75.0,100000,0.75,100,1.0,0.227,0.521,0.974
100,100,0.2,0.6,75.0,100000,0.75,100,1.0,0.12,0.286,0.968
100,100,0.3,0.6,75.0,100000,0.75,100,1.0,0.0984,0.251,0.98
100,100,0.1,1.2,75.0,100000,0.75,100,1.0,0.16,0.337,0.981
100,100,0.2,1.2,75.0,100000,0.75,100,1.0,0.102,0.217,0.978
100,100,0.3,1.2,75.0,100000,0.75,100,1.0,0.0831,0.183,0.969
100,100,0.1,1.8,75.0,100000,0.75,100,1.0,0.104,0.229,0.969
100,100,0.2,1.8,75.0,100000,0.75,100,1.0,0.0831,0.197,0.978
100,100,0.3,1.8,75.0,100000,0.75,100,1.0,0.0991,0.203,0.98
